id,year,month,day,country,region,district,city,un,ingo,lgno_ncrs,icrc,ifrc,other,nationals_killed,nationals_wounded,nationals_kidnapped,total_nationals,internationals_killed,internationals_wounded,internationals_kidnapped,total_internationals,total_killed,total_wounded,total_kidnapped,total_affected,gender_male,gender_female,gender_unknown,means_of_attack,attack_context,location,lat,lng,details_(public),column,country_id,assumedday,assumedmonth,time,bucket
961,2009.0,5.0,30.0,Kenya,Turkana,,Kapitur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,U,Am,R,3.0,35.5,1 UN national staff contracted driver was injured during a convoy attack.,"Turkana, Kenya",404,30,5,1.2436416e+12,37
962,2009.0,12.0,1.0,Democratic Republic of Congo,Nord Kivu,,Butembo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,U,Am,R,0.1249694,29.2919545,1 UN national staff contracted driver was injured during a convoy attack.,"Butembo, Nord-Kivu, Congo-Kinshasa",180,1,12,1.2596256e+12,39
963,2009.0,3.0,2.0,Sri Lanka,Northern,Vavuniya,Vavuniya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,U,R,U,8.7593439,80.4999646,One UN-contracted security guard was injured during a break-in attack.,,144,2,3,1.235952e+12,36
964,2010.0,1.0,3.0,Ethiopia,Gode,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,D,U,5.9526975,43.5522312,1 UN national staff injured when physically assaulted by EDF military forces for carrying a VHF radio.,,231,3,1,1.2624768e+12,40
966,2009.0,9.0,1.0,Uganda,Northern Uganda,Kotido,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,P,2.75,32.9,1 INGO national staff injured when physically assaulted by a military office and his colleagues outside a bar.,,800,1,9,1.2517632e+12,38
967,2010.0,6.0,22.0,Sudan,South Darfur State,,Nyala,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,R,H,12.05,24.883333,"2 INGO international (German) staff kidnapped along with a national staff driver (not counted) who was released shortly after. Germans Released 5 weeks later, in late July. The victims were kidnapped from their Nyala office by seven armed men in civilian clothes.",,729,22,6,1.2771648e+12,41
968,2010.0,4.0,19.0,Niger,Northern Region,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,K,U,U,18.0,9.0,1 NGO international (French) staff kidnapped by Al-Qaeda in the Islamic Maghreb (AQIM) and held hostage in Mali. Killed by beheading on 13 July. The group claimed it was retaliation after a raid of the group by French and Mauritanian forces resulted the death of some of their members.,Niger,562,19,4,1.2716352e+12,41
969,2008.0,9.0,21.0,Sudan,Darfur,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,U,IA,U,11.329444,25.08565623,1 INGO national staff wounded in armed robbery.,,729,21,9,1.2219552e+12,34
970,2008.0,9.0,22.0,Palestine,West Bank,,Nablus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,C,U,32.220498600000006,35.2568883,One INGO national staff wounded in when military firearms discharged.,"Nablus, Nablus Governorate, Palestine",275,22,9,1.2220416e+12,34
971,2008.0,5.0,20.0,Indonesia,Papua,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,R,U,U,-3.9885727999999996,138.3485219,1 INGO national staff wounded when sexually assaulted.,"Papua, Indonesia",360,20,5,1.2112416e+12,33
972,2008.0,12.0,3.0,Indonesia,Papua,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,R,U,U,-3.9885727999999996,138.3485219,1 INGO national staff wounded when sexually assaulted.,,360,3,12,1.2282624e+12,35
973,2010.0,6.0,29.0,Afghanistan,Kabul,Kabul,Massoud Square,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,Am,R,34.52813,69.17233,1 UN international staff shot while driving a UN vehicle and later died from the injuries. Another UN staff (not counted) was in the vehicle but did not sustain injuries.,"Kabul, Afghanistan",4,29,6,1.2777696e+12,41
975,2010.0,7.0,7.0,Afghanistan,Helmand,Marjah,Lashkar Gah,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,0.0,7.0,9.0,0.0,0.0,4.0,K,Am,R,31.53622,64.15271,"Four local staff of an INGO were kidnapped by unknown armed men while they were on the way from Marja District to Lashkar Gah City. The abductors demanded a ransom for their safe release.  Two were killed, two were freed on August 17 when NATO and Afghan army forces discovered and attacked a Taliban prison ","Helmand, Afghanistan",4,7,7,1.2784608e+12,41
976,2010.0,7.0,10.0,Afghanistan,Balkh,Chahar Bolak,Kalili village,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,IA,R,36.83763,66.63932,"1 INGO national staff riding on a motorcycle was wounded by two unknown armed men, believed to be ACGs. They stopped the staffer who was en route to visit program recipients. The armed men beat the staff member and he attempted to escape; subsequently, the perpetrators shot and injured him.","Chahār Bōlak, Afghanistan",4,10,7,1.27872e+12,41
977,2010.0,7.0,7.0,Afghanistan,Nangarhar,Bihsud,Behsud village,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,B,C,U,34.417120000000004,70.44959,"1 INGO national staff killed when AOG fired six mortars towards JAF. At least two projectiles impacted in a residential area west of JAF, killing the INGO national staff member in his residence and injuring two civilians (not counted).","Jalālābād, Afghanistan",4,7,7,1.2784608e+12,41
979,2010.0,7.0,10.0,Afghanistan,Kabul,Kabul,"Kabul  (District 12, Poli Charkhi, Tangi area)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,IA,U,34.52813,69.17233,1 UN national staff sustained gunshot injuries when he was caught up in a shooting incident that involved two families drawn in a land dispute.,"Kabul, Afghanistan",4,10,7,1.27872e+12,41
983,2010.0,8.0,5.0,Afghanistan,Badakhshan,,Sharrun Valley,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,8.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,U,Am,U,36.75,72.0,"10 INGO staff (2 nationals, 8 internationals: 6 US, 1 Briton, 1 German) executed by Taliban gunmen while on trek through forest.","Badakhshān, Afghanistan",4,5,8,1.2809664e+12,42
984,2010.0,5.0,28.0,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,U,34.012384600000004,71.5787458,1 national NGO director kidnapped. Released August 3.,,586,28,5,1.2750048e+12,41
986,2010.0,7.0,3.0,Afghanistan,Ghor,Teh Wareh,Tangy Chardar,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,U,Am,R,34.0,65.0,1 national staff of INGO killed by IED while on his way home from the office on his motorcycle.,"Ghowr, Afghanistan",4,3,7,1.2781152e+12,41
987,2010.0,7.0,4.0,Afghanistan,Baghlan,Baghlan-e Jadid,Baghlan-e Jadid,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,Am,U,36.13068,68.70829,2 INGO national staff kidnapped during ambush by Taliban gunmen. Released on 14 July after the intervention of elders and ransom payments by victims' families.,"Baghlān, Wilāyat-e Baghlān, Afghanistan",4,4,7,1.2782016e+12,41
988,2010.0,7.0,8.0,Afghanistan,Parvan,Shinwari,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,Am,U,35.03975,69.00685,"1 UN national staffer killed along with two ANP personnel by IED strike on a convoy. Target presumed to be ANP, not UN.","Qāshqāl, Parwān, Afghanistan",4,8,7,1.2785472e+12,41
989,2010.0,7.0,11.0,Afghanistan,Baghlan,Pul-e Khumri,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,K,U,U,35.94458,68.71512,3 INGO national staffers kidnapped by armed opposition forces who searched their vehicle for material relating them to GOA,"Pul-e Khumrī, Wilāyat-e Baghlān, Afghanistan",4,11,7,1.2788064e+12,41
990,2010.0,7.0,14.0,Afghanistan,Kandahar,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,K,U,U,31.625733399999998,65.7145053,4 national NGO workers kidnapped by anti-government elements. Released four days later after community mediation,,4,14,7,1.2790656e+12,41
991,2010.0,7.0,15.0,Afghanistan,Faryab,Khwaja Sabz Posh,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,Am,R,35.9261784,64.6237758,"Two INGO staff members were kidnapped by Pashtun and Uzbek anti-government forces while on the road in Qara Shekhi Village. One released on 28 July, and the other on 31 July, following intervention by local elders.","Faryab, Afghanistan",4,15,7,1.279152e+12,41
992,2010.0,7.0,19.0,Somalia,Banaadir,,Mogadishu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,K,Am,R,2.0333330000000003,45.35,1 UN national staff member kidnapped by masked armed men while traveling to Terdishe from Mogadishu. Driver was released a short time later.,,706,19,7,1.2794976e+12,41
993,2010.0,7.0,21.0,Afghanistan,Faryab,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,K,Am,R,35.9261784,64.6237758,"4 staff members of a medical NGO (one woman and three men) and a child were abducted while they were travelling to provide health services in a private vehicle. The female staff member, her husband and the child were released the same day. The abductors later released the two remaining staff at approximately 1530 hrs on 27 July, after local elders negotiated with the abductors. Victims were interrogated on their knoweldge of Islam, and accused of spreading Christianity.",,4,21,7,1.2796704e+12,41
994,2010.0,7.0,27.0,Afghanistan,Herat,Kushk,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,U,U,34.3508273,62.2164003,2 national NGO workers kidnapped and released the following day after intervention by elders. Motive unclear,"Herat, Afghanistan",4,27,7,1.2801888e+12,41
995,2010.0,8.0,2.0,Afghanistan,Herat,Herat,Herat City,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,S,IA,U,34.34817,62.19967,1 female national staffer of an INGO attacked and stabbed with knife. Motive unclear,"Herāt, Herat, Afghanistan",4,2,8,1.2807072e+12,42
997,2010.0,8.0,21.0,Afghanistan,Faryab,Qeysar,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,U,H,35.685446899999995,64.2833366,2 local INGO staffers kidnapped in front of a private house in Aq Mazar village by armed opposition groups. Released 6 September.,"Qeysar, Faryab, Afghanistan",4,21,8,1.2823488e+12,42
998,2010.0,8.0,23.0,Afghanistan,Herat,Guzara,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,K,Am,R,34.34817,62.19967,"1 international (German) and 1 national staff were kidnapped after their car was stopped on the road by a group of armed men firing in the air. There were 6 staffers in the car, of which two were abducted. Released Aug 29 after negotiation. Attack appeared planned in advance.","Herāt, Herat, Afghanistan",4,23,8,1.2825216e+12,42
999,2010.0,8.0,28.0,Afghanistan,Faryab,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,0.0,K,U,U,35.9261784,64.6237758,5 local NGO staff - 4 female aid workers and their driver - were abducted by unknown gunmen. The AOGs held the group in various locations until they were released on 9 September from Langar Village of Almar District.,,4,28,8,1.2829536e+12,42
1000,2010.0,8.0,30.0,Afghanistan,Badakhshan,Shahri Buzurg,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,I,Am,R,36.75,72.0,"3 local personnel of an INGO (2 employees one community volunteer) were killed and two others (one staff and one community volunteer) wounded when their vehicle was struck by a roadside bomb. Suspected target was government vehicle, not the INGO. Only staff, not community volunteers are included in the count here.","Badakhshān, Afghanistan",4,30,8,1.2831264e+12,42
1001,2010.0,9.0,2.0,Afghanistan,Konar,Shegal,Shegal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,S,Am,R,34.95,71.13333,1 female national staffer of an NGO shot and wounded by small arms fire while travelling with other stafers in a vehcile nrelated ot NGO business.,"Wilāyat-e Kunaṟ, Afghanistan",4,2,9,1.2833856e+12,42
1002,2010.0,9.0,5.0,Afghanistan,Kandahar,Kandahar,Kandahar,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,Am,U,31.610269,65.701536,1 national staff driver of demining NGO shot and killed,,4,5,9,1.2836448e+12,42
1003,2010.0,6.0,18.0,Iraq,Diyala,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,K,IA,U,34.0,45.0,"Two NNGO's staff members were kidnapped on June 18th. Their families received messages saying that they were killed for working for the infidels""; the bodies had not been found as of 6 July 2010.""","Diyala, Iraq",368,18,6,1.2768192e+12,41
1005,2010.0,8.0,29.0,Afghanistan,Faryab,Kohistan,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,K,U,R,35.41667,64.75,4 national INGO staff abducted and held until Sept 18.,"Faryab, Afghanistan",4,29,8,1.28304e+12,42
1006,2010.0,9.0,27.0,Afghanistan,Baghlan,Baghlan-e Jadid,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,K,Am,R,36.13068,68.70829,1 national staff (driver) of an INGO wounded and 3 others abducted while in a convoy of INGO vehicles. The 3 abducted staff were released on Sept 30.,"Baghlān, Wilāyat-e Baghlān, Afghanistan",4,27,9,1.2855456e+12,42
1007,2010.0,10.0,1.0,Haiti,Ouest,Port au Prince,Port au Prince,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,IA,P,18.532498,72.333064,1 national staff of an international organization shot and killed as he boarded a collective taxi shortly after cashing his first paycheck. Suspected motive was robbery. The organization suspended work at the site where the staff member was supervising.,,332,1,10,1.2858912e+12,42
1008,2010.0,10.0,7.0,Afghanistan,Samangan,Dara-i-Sufi Bala,,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,B,Am,U,36.26468,68.01551,"1 national staff killed and 3 national staff wounded, all from an intl demining NGO, when their vehicle was attacked by an RPG fired from a distance. Motive unclear.","Aībak, Samangān, Afghanistan",4,7,10,1.2864096e+12,42
1009,2010.0,10.0,9.0,Afghanistan,Wardak,Chaki Wardak,Bianan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,C,U,34.1081,68.4936,1 national employee of an INGO was among those killed during an operation between international forces with Afghan forces against a shadow govt and armed opposition groups.,"Chaki Wardak, Afghanistan",4,9,10,1.2865824e+12,42
1010,2010.0,10.0,12.0,Afghanistan,Faryab,Maymana,Deh Shahidan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,R,36.25,64.83333,1 national INGO staff wounded (another only slightly wounded) when they were fired upon by an armed individual while riding a motorcycle. The incident resulted from a long standing personal dispute and is unrelated to the INGO.,"Faryab, Afghanistan",4,12,10,1.2868416e+12,42
1011,2010.0,10.0,20.0,Pakistan,Punjab,,Muzzaffargarh,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,U,MV,U,30.86017,72.31976,2 national INGO staff were injured and their vehicles damaged by a group of people while making door-to-door registry to be issued local cards issued by their organisation.,"Punjab, Pakistan",586,20,10,1.2875328e+12,42
1012,2010.0,10.0,22.0,Pakistan,Sindh,Karachi,"Karachi, New Karachi town",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,IA,U,24.9056,67.0822,The head of an NGO for disabled people was gunned down outside his home or office (reports differ). Two men on a motorbike came and stopped outside the building where the man was sitting. One of the assailants pulled out a pistol and fired multiple shots at him. Motive unclear.,"Karachi, Karāchi, Pakistan",586,22,10,1.2877056e+12,42
1013,2010.0,10.0,25.0,Afghanistan,Takhar,Bangi-Taloqan,Duraye Bangi  (Kunduz Main Road),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,K,Am,U,36.73605,69.53451,An international staff member (Dutch) and driver of an INGO that helps disabled people were abducted when armed men hijacked their vehicle. Both were released on 2 December 2010.,"Taloqan, Wilāyat-e Takhār, Afghanistan",4,25,10,1.2879648e+12,42
1014,2010.0,10.0,25.0,Afghanistan,Kandahar,Kandahar,Mullah Kochi village,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,U,U,31.61332,65.71013,A national staff member of a demining NGO was shot and wounded. The same organization had been approached by persons claiming to be AOG several weeks ago and told to cease operations in the area.,"Kandahār, Afghanistan",4,25,10,1.2879648e+12,42
1015,2010.0,10.0,26.0,Afghanistan,Ghor,Tulak,Tangi Nabat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,Am,R,34.1605257,64.9201949,"An armed opposition group hijacked an NGO vehicle while staff were on their way back from a project and abducted 3 staff members. A few hours later, the group released unharmed one of the NGO staff who was from local area. The remaining 2 individuals (an engineer and a driver) were taken by the group; the next day, one of the abducted NGO staff managed to escape; the armed groups attempted to take him back but the community interfered (there are reports that a brief fire fight ensued between the AOG and the locals). Three days later, on 30 October, due to the negotiation and support of local elders the last NGO staff was released unharmed. (Note: only 1 individual was confirmed as abducted for more than 24 hrs.) There are indications that the motive for this hijacking and abduction was financial.","Ghōr, Afghanistan",4,26,10,1.2880512e+12,42
1016,2010.0,10.0,29.0,Afghanistan,Helmand,Marjah,Marjah,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,S,U,U,31.517771000000003,64.114227,"2 female nationals working on a women's microeconomic development project (jam production and/or a tailoring cooperative), funded through a USAID initiative, were shot and beheaded. Motive unclear.",,4,29,10,1.2883104e+12,42
1017,2010.0,11.0,2.0,Afghanistan,Paktia,,DAC Bazaar area,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,B,C,H,33.66667,69.33333,1 national employee of an NGO was injured when a rocket was fired in the direction of the district administrative centre and hit a guest house where the staff member was staying (2 other guests also injured).,"Paktia, Afghanistan",4,2,11,1.288656e+12,42
1018,2010.0,11.0,4.0,Sudan,South Darfur State,,Nyala,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,K,Am,R,12.05,24.883333,3 Latvians working for an air service company contracted by a UN agency were abducted by a group of armed men as they were travelling in a mini-bus to their residence in Nyala. They were released on 8 Dec.,,729,4,11,1.2888288e+12,42
1019,2010.0,10.0,8.0,Haiti,Ouest,Port au Prince,Port au Prince,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,Am,U,18.532498,72.333064,A national employee of an INGO was killed when he was shot by unknown assailants in his car shortly after cashing a check for $2000.,,332,8,10,1.286496e+12,42
1020,2010.0,10.0,14.0,Somalia,Galgaduud,Adado,Adado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,U,6.13929,46.62413,A British national working for an INGO was kidnapped in Somalia near the border with Ethiopia. Released on Oct 19. A Somali co-worker was also taken but was released hours later.,"Cadaado, Galguduud, Somalia",706,14,10,1.2870144e+12,42
1021,2010.0,11.0,2.0,Afghanistan,Faryab,Almar,Almar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,K,IA,H,36.040009999999995,64.55122,"An INGO staff member was abducted from in front of his private residence by unknown armed men. The abductors demanded a ransom from his family in exchange for his release, and did not indicate that they were politically or ideologically motivated. The man was released on 6 November. It is suspected, but not confirmed, that the family paid some form of ransom for his release.","Faryab, Afghanistan",4,2,11,1.288656e+12,42
1022,2010.0,11.0,10.0,Afghanistan,Nangarhar,Chaparhar,,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,I,Am,R,34.2774646,70.3594011,"A white marked vehicle from a local de-mining NGO narrowly missed the detonation of an IED placed under a culvert, only to be struck by a second IED placed under a second culvert in the immediate area. As a result, one local NGO staffmember was killed in the explosion, while a colleague was injured. The attack appears not to have been targeted at the NGO, but rather incidental.","Chaparhar, Nangarhar, Afghanistan",4,10,11,1.2893472e+12,42
1023,2010.0,11.0,13.0,Afghanistan,Sar-e Pol,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,K,Am,R,35.5532126,66.2426766,Three INGO staff members were taken from the main road while driving a marked white truck transporting heavy equipment.,,4,13,11,1.2896064e+12,42
1024,2010.0,10.0,22.0,Pakistan,South Punjab,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,U,29.3743832,71.665621,A staff member of a local NGO was kidnapped by people who initially indicated that they were anti-corruption officers. They later said they were a Taliban group and asked for 10 million rupees ransom.,"s, 63100 Bahawalpur, Pakistan",586,22,10,1.2877056e+12,42
1025,2010.0,11.0,18.0,Afghanistan,Wardak,Saydabad,Barat Khel village,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,IA,H,34.000370000000004,68.71346,"AOG under the command of a prominent mullah abducted an INGO national staff member, while on a home visit. 2 days later, on 20 November, the staff member was released unharmed through negotiation. During the captivity, the staff member was question as to the identity of the organization, his position, programming and donors.","Markaz-e Sayyidābād, Wardak, Afghanistan",4,18,11,1.2900384e+12,42
1026,2010.0,11.0,28.0,Afghanistan,Samangan,Dara-i-Sufi Bala,Daan Naw village,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,S,IA,U,36.0,67.666667,A verbal argument between three NGO staff members and local community over the transportation construction materials degenerated into violence and the NGO staff were physically assaulted.,"Samangan, Afghanistan",4,28,11,1.2909024e+12,42
1027,2010.0,11.0,26.0,The Philippines,Autonomous Region in Muslim Mindanao,Marantao,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,Am,R,7.95,124.23333,A gunman shot dead a Filipino driver (employee of a contractor) delivering aid for the UN. Motive not established.,"Marantao, Lanao del Sur, Philippines",608,26,11,1.2907296e+12,42
1028,2010.0,11.0,30.0,Afghanistan,Herat,Injil,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,S,U,U,34.30157,62.2465,"The corpse of a female national INGO staff member was found, after she went missing during work. Reportedly, she was physically assaulted and killed by an unknown number of perpetrators. A criminal motive such as robbery or a personal dispute is assumed to be the reason for the killing.","Injīl, Herat, Afghanistan",4,30,11,1.2910752e+12,42
1029,2010.0,12.0,1.0,Afghanistan,Wardak,Jaghata,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,K,Am,R,34.25,68.0,A local employee of an INGO and his driver were kidnapped while driving in a low profile vehicle and taken to an unknown location. The driver was released the next day (so not counted here). The other employee was released on Dec 5 following the intervention of local elders and religious authorities.,"Wardak, Afghanistan",4,1,12,1.2911616e+12,43
